"response","id","age","male","action","intention","contact"
6,"97;411",27,1,1,0,0
6,"97;411",27,1,1,0,0
6,"97;411",27,1,1,0,0
6,"97;411",27,1,1,0,0
6,"97;411",27,1,1,0,0
6,"97;411",27,1,0,0,0
6,"97;411",27,1,0,0,0
6,"97;411",27,1,0,0,0
6,"97;411",27,1,0,0,0
6,"97;411",27,1,0,0,0
6,"97;411",27,1,1,1,0
6,"97;411",27,1,1,1,0
6,"97;411",27,1,1,1,0
6,"97;411",27,1,1,1,0
6,"97;411",27,1,1,1,0
6,"97;411",27,1,0,1,0
6,"97;411",27,1,0,1,0
6,"97;411",27,1,0,1,0
6,"97;411",27,1,0,1,0
6,"97;411",27,1,0,1,0
6,"97;411",27,1,0,1,0
6,"97;411",27,1,1,0,0
7,"97;416",42,1,0,0,1
7,"97;416",42,1,0,0,1
6,"97;416",42,1,0,0,1
6,"97;416",42,1,0,1,1
7,"97;416",42,1,0,1,1
7,"97;416",42,1,0,1,1
7,"97;416",42,1,1,0,0
6,"97;416",42,1,1,0,0
7,"97;416",42,1,1,0,0
6,"97;416",42,1,1,0,0
7,"97;416",42,1,1,0,0
6,"97;416",42,1,1,0,0
7,"97;416",42,1,1,0,0
6,"97;416",42,1,0,0,0
7,"97;416",42,1,0,0,0
7,"97;416",42,1,0,0,0
7,"97;416",42,1,0,0,0
6,"97;416",42,1,0,0,0
5,"97;416",42,1,1,1,0
7,"97;416",42,1,1,1,0
3,"97;416",42,1,1,1,0
6,"97;416",42,1,1,1,0
7,"97;416",42,1,1,1,0
7,"97;416",42,1,0,1,0
6,"97;416",42,1,0,1,0
7,"97;416",42,1,0,1,0
7,"97;416",42,1,0,1,0
7,"97;416",42,1,0,1,0
6,"97;416",42,1,0,1,0
6,"97;416",42,1,1,0,0
4,"97;417",53,1,0,0,1
5,"97;417",53,1,0,0,1
5,"97;417",53,1,0,0,1
2,"97;417",53,1,0,1,1
3,"97;417",53,1,0,1,1
3,"97;417",53,1,0,1,1
5,"97;417",53,1,1,0,0
3,"97;417",53,1,1,0,0
3,"97;417",53,1,1,0,0
5,"97;417",53,1,1,0,0
3,"97;417",53,1,1,0,0
3,"97;417",53,1,1,0,0
5,"97;417",53,1,1,0,0
5,"97;417",53,1,0,0,0
4,"97;417",53,1,0,0,0
5,"97;417",53,1,0,0,0
3,"97;417",53,1,0,0,0
3,"97;417",53,1,0,0,0
5,"97;417",53,1,1,1,0
6,"97;417",53,1,1,1,0
2,"97;417",53,1,1,1,0
4,"97;417",53,1,1,1,0
4,"97;417",53,1,1,1,0
5,"97;417",53,1,0,1,0
4,"97;417",53,1,0,1,0
6,"97;417",53,1,0,1,0
4,"97;417",53,1,0,1,0
5,"97;417",53,1,0,1,0
5,"97;417",53,1,0,1,0
5,"97;417",53,1,1,0,0
6,"97;418",25,0,0,0,1
5,"97;418",25,0,0,0,1
6,"97;418",25,0,0,0,1
4,"97;418",25,0,0,1,1
5,"97;418",25,0,0,1,1
4,"97;418",25,0,0,1,1
5,"97;418",25,0,1,0,0
5,"97;418",25,0,1,0,0
5,"97;418",25,0,1,0,0
4,"97;418",25,0,1,0,0
5,"97;418",25,0,1,0,0
5,"97;418",25,0,1,0,0
5,"97;418",25,0,1,0,0
5,"97;418",25,0,0,0,0
5,"97;418",25,0,0,0,0
5,"97;418",25,0,0,0,0
5,"97;418",25,0,0,0,0
5,"97;418",25,0,0,0,0
5,"97;418",25,0,1,1,0
4,"97;418",25,0,1,1,0
4,"97;418",25,0,1,1,0
5,"97;418",25,0,1,1,0
4,"97;418",25,0,1,1,0
5,"97;418",25,0,0,1,0
5,"97;418",25,0,0,1,0
6,"97;418",25,0,0,1,0
5,"97;418",25,0,0,1,0
6,"97;418",25,0,0,1,0
6,"97;418",25,0,0,1,0
5,"97;418",25,0,1,0,0
5,"97;420",25,1,0,0,1
4,"97;420",25,1,0,0,1
4,"97;420",25,1,0,0,1
3,"97;420",25,1,0,1,1
3,"97;420",25,1,0,1,1
4,"97;420",25,1,0,1,1
5,"97;420",25,1,1,0,0
4,"97;420",25,1,1,0,0
4,"97;420",25,1,1,0,0
4,"97;420",25,1,1,0,0
4,"97;420",25,1,1,0,0
4,"97;420",25,1,1,0,0
4,"97;420",25,1,1,0,0
4,"97;420",25,1,0,0,0
5,"97;420",25,1,0,0,0
4,"97;420",25,1,0,0,0
4,"97;420",25,1,0,0,0
4,"97;420",25,1,0,0,0
4,"97;420",25,1,1,1,0
4,"97;420",25,1,1,1,0
4,"97;420",25,1,1,1,0
4,"97;420",25,1,1,1,0
4,"97;420",25,1,1,1,0
4,"97;420",25,1,0,1,0
4,"97;420",25,1,0,1,0
4,"97;420",25,1,0,1,0
4,"97;420",25,1,0,1,0
5,"97;420",25,1,0,1,0
4,"97;420",25,1,0,1,0
4,"97;420",25,1,1,0,0
5,"97;421",17,1,0,0,1
4,"97;421",17,1,0,0,1
5,"97;421",17,1,0,0,1
2,"97;421",17,1,0,1,1
4,"97;421",17,1,0,1,1
3,"97;421",17,1,0,1,1
6,"97;421",17,1,1,0,0
4,"97;421",17,1,1,0,0
5,"97;421",17,1,1,0,0
6,"97;421",17,1,1,0,0
4,"97;421",17,1,1,0,0
3,"97;421",17,1,1,0,0
4,"97;421",17,1,1,0,0
6,"97;421",17,1,0,0,0
5,"97;421",17,1,0,0,0
4,"97;421",17,1,0,0,0
4,"97;421",17,1,0,0,0
4,"97;421",17,1,0,0,0
3,"97;421",17,1,1,1,0
6,"97;421",17,1,1,1,0
3,"97;421",17,1,1,1,0
5,"97;421",17,1,1,1,0
5,"97;421",17,1,1,1,0
5,"97;421",17,1,0,1,0
5,"97;421",17,1,0,1,0
3,"97;421",17,1,0,1,0
4,"97;421",17,1,0,1,0
5,"97;421",17,1,0,1,0
4,"97;421",17,1,0,1,0
5,"97;421",17,1,1,0,0
7,"97;424",36,0,0,0,1
4,"97;424",36,0,0,0,1
4,"97;424",36,0,0,0,1
4,"97;424",36,0,0,1,1
5,"97;424",36,0,0,1,1
4,"97;424",36,0,0,1,1
5,"97;424",36,0,1,0,0
4,"97;424",36,0,1,0,0
4,"97;424",36,0,1,0,0
4,"97;424",36,0,1,0,0
4,"97;424",36,0,1,0,0
3,"97;424",36,0,1,0,0
5,"97;424",36,0,1,0,0
7,"97;424",36,0,0,0,0
7,"97;424",36,0,0,0,0
6,"97;424",36,0,0,0,0
6,"97;424",36,0,0,0,0
4,"97;424",36,0,0,0,0
4,"97;424",36,0,1,1,0
3,"97;424",36,0,1,1,0
1,"97;424",36,0,1,1,0
5,"97;424",36,0,1,1,0
5,"97;424",36,0,1,1,0
5,"97;424",36,0,0,1,0
6,"97;424",36,0,0,1,0
6,"97;424",36,0,0,1,0
6,"97;424",36,0,0,1,0
7,"97;424",36,0,0,1,0
5,"97;424",36,0,0,1,0
4,"97;424",36,0,1,0,0
6,"97;425",54,1,0,0,1
4,"97;425",54,1,0,0,1
4,"97;425",54,1,0,0,1
4,"97;425",54,1,0,1,1
6,"97;425",54,1,0,1,1
2,"97;425",54,1,0,1,1
4,"97;425",54,1,1,0,0
5,"97;425",54,1,1,0,0
4,"97;425",54,1,1,0,0
4,"97;425",54,1,1,0,0
4,"97;425",54,1,1,0,0
4,"97;425",54,1,1,0,0
5,"97;425",54,1,1,0,0
6,"97;425",54,1,0,0,0
5,"97;425",54,1,0,0,0
5,"97;425",54,1,0,0,0
4,"97;425",54,1,0,0,0
6,"97;425",54,1,0,0,0
6,"97;425",54,1,1,1,0
4,"97;425",54,1,1,1,0
4,"97;425",54,1,1,1,0
4,"97;425",54,1,1,1,0
4,"97;425",54,1,1,1,0
5,"97;425",54,1,0,1,0
6,"97;425",54,1,0,1,0
6,"97;425",54,1,0,1,0
4,"97;425",54,1,0,1,0
4,"97;425",54,1,0,1,0
4,"97;425",54,1,0,1,0
6,"97;425",54,1,1,0,0
4,"97;428",29,1,0,0,1
4,"97;428",29,1,0,0,1
4,"97;428",29,1,0,0,1
4,"97;428",29,1,0,1,1
4,"97;428",29,1,0,1,1
4,"97;428",29,1,0,1,1
4,"97;428",29,1,1,0,0
4,"97;428",29,1,1,0,0
5,"97;428",29,1,1,0,0
5,"97;428",29,1,1,0,0
4,"97;428",29,1,1,0,0
4,"97;428",29,1,1,0,0
4,"97;428",29,1,1,0,0
7,"97;428",29,1,0,0,0
7,"97;428",29,1,0,0,0
7,"97;428",29,1,0,0,0
4,"97;428",29,1,0,0,0
7,"97;428",29,1,0,0,0
4,"97;428",29,1,1,1,0
4,"97;428",29,1,1,1,0
4,"97;428",29,1,1,1,0
6,"97;428",29,1,1,1,0
4,"97;428",29,1,1,1,0
4,"97;428",29,1,0,1,0
4,"97;428",29,1,0,1,0
4,"97;428",29,1,0,1,0
4,"97;428",29,1,0,1,0
4,"97;428",29,1,0,1,0
4,"97;428",29,1,0,1,0
4,"97;428",29,1,1,0,0
5,"97;429",35,1,0,0,1
6,"97;429",35,1,0,0,1
5,"97;429",35,1,0,0,1
1,"97;429",35,1,0,1,1
1,"97;429",35,1,0,1,1
2,"97;429",35,1,0,1,1
2,"97;429",35,1,1,0,0
4,"97;429",35,1,1,0,0
3,"97;429",35,1,1,0,0
5,"97;429",35,1,1,0,0
4,"97;429",35,1,1,0,0
5,"97;429",35,1,1,0,0
6,"97;429",35,1,1,0,0
6,"97;429",35,1,0,0,0
6,"97;429",35,1,0,0,0
6,"97;429",35,1,0,0,0
6,"97;429",35,1,0,0,0
5,"97;429",35,1,0,0,0
3,"97;429",35,1,1,1,0
2,"97;429",35,1,1,1,0
1,"97;429",35,1,1,1,0
3,"97;429",35,1,1,1,0
3,"97;429",35,1,1,1,0
5,"97;429",35,1,0,1,0
2,"97;429",35,1,0,1,0
3,"97;429",35,1,0,1,0
5,"97;429",35,1,0,1,0
3,"97;429",35,1,0,1,0
3,"97;429",35,1,0,1,0
3,"97;429",35,1,1,0,0
6,"97;430",40,1,0,0,1
6,"97;430",40,1,0,0,1
6,"97;430",40,1,0,0,1
6,"97;430",40,1,0,1,1
6,"97;430",40,1,0,1,1
6,"97;430",40,1,0,1,1
6,"97;430",40,1,1,0,0
6,"97;430",40,1,1,0,0
6,"97;430",40,1,1,0,0
6,"97;430",40,1,1,0,0
6,"97;430",40,1,1,0,0
6,"97;430",40,1,1,0,0
6,"97;430",40,1,1,0,0
6,"97;430",40,1,0,0,0
6,"97;430",40,1,0,0,0
6,"97;430",40,1,0,0,0
6,"97;430",40,1,0,0,0
6,"97;430",40,1,0,0,0
6,"97;430",40,1,1,1,0
6,"97;430",40,1,1,1,0
6,"97;430",40,1,1,1,0
6,"97;430",40,1,1,1,0
6,"97;430",40,1,1,1,0
6,"97;430",40,1,0,1,0
6,"97;430",40,1,0,1,0
6,"97;430",40,1,0,1,0
6,"97;430",40,1,0,1,0
6,"97;430",40,1,0,1,0
6,"97;430",40,1,0,1,0
6,"97;430",40,1,1,0,0
4,"97;432",42,1,0,0,1
4,"97;432",42,1,0,0,1
4,"97;432",42,1,0,0,1
1,"97;432",42,1,0,1,1
1,"97;432",42,1,0,1,1
1,"97;432",42,1,0,1,1
4,"97;432",42,1,1,0,0
4,"97;432",42,1,1,0,0
4,"97;432",42,1,1,0,0
4,"97;432",42,1,1,0,0
4,"97;432",42,1,1,0,0
4,"97;432",42,1,1,0,0
4,"97;432",42,1,1,0,0
4,"97;432",42,1,0,0,0
4,"97;432",42,1,0,0,0
4,"97;432",42,1,0,0,0
4,"97;432",42,1,0,0,0
4,"97;432",42,1,0,0,0
4,"97;432",42,1,1,1,0
1,"97;432",42,1,1,1,0
1,"97;432",42,1,1,1,0
4,"97;432",42,1,1,1,0
1,"97;432",42,1,1,1,0
4,"97;432",42,1,0,1,0
4,"97;432",42,1,0,1,0
4,"97;432",42,1,0,1,0
4,"97;432",42,1,0,1,0
4,"97;432",42,1,0,1,0
4,"97;432",42,1,0,1,0
4,"97;432",42,1,1,0,0
4,"97;436",30,1,0,0,1
4,"97;436",30,1,0,0,1
4,"97;436",30,1,0,0,1
4,"97;436",30,1,0,1,1
4,"97;436",30,1,0,1,1
4,"97;436",30,1,0,1,1
4,"97;436",30,1,1,0,0
4,"97;436",30,1,1,0,0
4,"97;436",30,1,1,0,0
4,"97;436",30,1,1,0,0
4,"97;436",30,1,1,0,0
4,"97;436",30,1,1,0,0
4,"97;436",30,1,1,0,0
4,"97;436",30,1,0,0,0
4,"97;436",30,1,0,0,0
4,"97;436",30,1,0,0,0
2,"97;436",30,1,0,0,0
4,"97;436",30,1,0,0,0
4,"97;436",30,1,1,1,0
4,"97;436",30,1,1,1,0
4,"97;436",30,1,1,1,0
4,"97;436",30,1,1,1,0
4,"97;436",30,1,1,1,0
4,"97;436",30,1,0,1,0
2,"97;436",30,1,0,1,0
4,"97;436",30,1,0,1,0
4,"97;436",30,1,0,1,0
2,"97;436",30,1,0,1,0
4,"97;436",30,1,0,1,0
4,"97;436",30,1,1,0,0
5,"97;437",25,1,0,0,1
4,"97;437",25,1,0,0,1
5,"97;437",25,1,0,0,1
3,"97;437",25,1,0,1,1
3,"97;437",25,1,0,1,1
3,"97;437",25,1,0,1,1
5,"97;437",25,1,1,0,0
3,"97;437",25,1,1,0,0
3,"97;437",25,1,1,0,0
5,"97;437",25,1,1,0,0
3,"97;437",25,1,1,0,0
4,"97;437",25,1,1,0,0
5,"97;437",25,1,1,0,0
6,"97;437",25,1,0,0,0
5,"97;437",25,1,0,0,0
5,"97;437",25,1,0,0,0
5,"97;437",25,1,0,0,0
1,"97;437",25,1,0,0,0
3,"97;437",25,1,1,1,0
3,"97;437",25,1,1,1,0
3,"97;437",25,1,1,1,0
7,"97;437",25,1,1,1,0
4,"97;437",25,1,1,1,0
5,"97;437",25,1,0,1,0
5,"97;437",25,1,0,1,0
5,"97;437",25,1,0,1,0
5,"97;437",25,1,0,1,0
2,"97;437",25,1,0,1,0
5,"97;437",25,1,0,1,0
5,"97;437",25,1,1,0,0
5,"97;438",23,1,0,0,1
6,"97;438",23,1,0,0,1
6,"97;438",23,1,0,0,1
4,"97;438",23,1,0,1,1
6,"97;438",23,1,0,1,1
4,"97;438",23,1,0,1,1
6,"97;438",23,1,1,0,0
6,"97;438",23,1,1,0,0
3,"97;438",23,1,1,0,0
6,"97;438",23,1,1,0,0
5,"97;438",23,1,1,0,0
6,"97;438",23,1,1,0,0
6,"97;438",23,1,1,0,0
6,"97;438",23,1,0,0,0
5,"97;438",23,1,0,0,0
6,"97;438",23,1,0,0,0
5,"97;438",23,1,0,0,0
5,"97;438",23,1,0,0,0
5,"97;438",23,1,1,1,0
6,"97;438",23,1,1,1,0
4,"97;438",23,1,1,1,0
4,"97;438",23,1,1,1,0
5,"97;438",23,1,1,1,0
3,"97;438",23,1,0,1,0
6,"97;438",23,1,0,1,0
7,"97;438",23,1,0,1,0
5,"97;438",23,1,0,1,0
7,"97;438",23,1,0,1,0
5,"97;438",23,1,0,1,0
5,"97;438",23,1,1,0,0
5,"97;439",32,1,0,0,1
5,"97;439",32,1,0,0,1
6,"97;439",32,1,0,0,1
2,"97;439",32,1,0,1,1
3,"97;439",32,1,0,1,1
3,"97;439",32,1,0,1,1
4,"97;439",32,1,1,0,0
5,"97;439",32,1,1,0,0
5,"97;439",32,1,1,0,0
5,"97;439",32,1,1,0,0
5,"97;439",32,1,1,0,0
6,"97;439",32,1,1,0,0
6,"97;439",32,1,1,0,0
6,"97;439",32,1,0,0,0
6,"97;439",32,1,0,0,0
5,"97;439",32,1,0,0,0
5,"97;439",32,1,0,0,0
5,"97;439",32,1,0,0,0
5,"97;439",32,1,1,1,0
4,"97;439",32,1,1,1,0
3,"97;439",32,1,1,1,0
3,"97;439",32,1,1,1,0
5,"97;439",32,1,1,1,0
5,"97;439",32,1,0,1,0
6,"97;439",32,1,0,1,0
6,"97;439",32,1,0,1,0
5,"97;439",32,1,0,1,0
6,"97;439",32,1,0,1,0
6,"97;439",32,1,0,1,0
5,"97;439",32,1,1,0,0
6,"97;441",27,0,0,0,1
7,"97;441",27,0,0,0,1
7,"97;441",27,0,0,0,1
1,"97;441",27,0,0,1,1
6,"97;441",27,0,0,1,1
2,"97;441",27,0,0,1,1
7,"97;441",27,0,1,0,0
6,"97;441",27,0,1,0,0
6,"97;441",27,0,1,0,0
7,"97;441",27,0,1,0,0
6,"97;441",27,0,1,0,0
7,"97;441",27,0,1,0,0
7,"97;441",27,0,1,0,0
6,"97;441",27,0,0,0,0
6,"97;441",27,0,0,0,0
7,"97;441",27,0,0,0,0
7,"97;441",27,0,0,0,0
7,"97;441",27,0,0,0,0
4,"97;441",27,0,1,1,0
5,"97;441",27,0,1,1,0
1,"97;441",27,0,1,1,0
6,"97;441",27,0,1,1,0
7,"97;441",27,0,1,1,0
4,"97;441",27,0,0,1,0
7,"97;441",27,0,0,1,0
7,"97;441",27,0,0,1,0
6,"97;441",27,0,0,1,0
7,"97;441",27,0,0,1,0
5,"97;441",27,0,0,1,0
6,"97;441",27,0,1,0,0
6,"97;442",27,0,0,0,1
2,"97;442",27,0,0,0,1
1,"97;442",27,0,0,0,1
1,"97;442",27,0,0,1,1
1,"97;442",27,0,0,1,1
1,"97;442",27,0,0,1,1
6,"97;442",27,0,1,0,0
1,"97;442",27,0,1,0,0
6,"97;442",27,0,1,0,0
1,"97;442",27,0,1,0,0
2,"97;442",27,0,1,0,0
1,"97;442",27,0,1,0,0
5,"97;442",27,0,1,0,0
2,"97;442",27,0,0,0,0
4,"97;442",27,0,0,0,0
6,"97;442",27,0,0,0,0
4,"97;442",27,0,0,0,0
5,"97;442",27,0,0,0,0
2,"97;442",27,0,1,1,0
1,"97;442",27,0,1,1,0
2,"97;442",27,0,1,1,0
7,"97;442",27,0,1,1,0
1,"97;442",27,0,1,1,0
6,"97;442",27,0,0,1,0
6,"97;442",27,0,0,1,0
4,"97;442",27,0,0,1,0
2,"97;442",27,0,0,1,0
4,"97;442",27,0,0,1,0
5,"97;442",27,0,0,1,0
1,"97;442",27,0,1,0,0
7,"97;447",38,1,0,0,1
7,"97;447",38,1,0,0,1
7,"97;447",38,1,0,0,1
6,"97;447",38,1,0,1,1
7,"97;447",38,1,0,1,1
7,"97;447",38,1,0,1,1
7,"97;447",38,1,1,0,0
7,"97;447",38,1,1,0,0
7,"97;447",38,1,1,0,0
7,"97;447",38,1,1,0,0
7,"97;447",38,1,1,0,0
7,"97;447",38,1,1,0,0
7,"97;447",38,1,1,0,0
7,"97;447",38,1,0,0,0
7,"97;447",38,1,0,0,0
7,"97;447",38,1,0,0,0
7,"97;447",38,1,0,0,0
7,"97;447",38,1,0,0,0
7,"97;447",38,1,1,1,0
6,"97;447",38,1,1,1,0
7,"97;447",38,1,1,1,0
7,"97;447",38,1,1,1,0
7,"97;447",38,1,1,1,0
7,"97;447",38,1,0,1,0
7,"97;447",38,1,0,1,0
7,"97;447",38,1,0,1,0
7,"97;447",38,1,0,1,0
7,"97;447",38,1,0,1,0
7,"97;447",38,1,0,1,0
7,"97;447",38,1,1,0,0
4,"97;450",61,0,0,0,1
4,"97;450",61,0,0,0,1
4,"97;450",61,0,0,0,1
4,"97;450",61,0,0,1,1
4,"97;450",61,0,0,1,1
3,"97;450",61,0,0,1,1
4,"97;450",61,0,1,0,0
4,"97;450",61,0,1,0,0
4,"97;450",61,0,1,0,0
4,"97;450",61,0,1,0,0
4,"97;450",61,0,1,0,0
4,"97;450",61,0,1,0,0
4,"97;450",61,0,1,0,0
4,"97;450",61,0,0,0,0
4,"97;450",61,0,0,0,0
4,"97;450",61,0,0,0,0
3,"97;450",61,0,0,0,0
4,"97;450",61,0,0,0,0
4,"97;450",61,0,1,1,0
4,"97;450",61,0,1,1,0
3,"97;450",61,0,1,1,0
4,"97;450",61,0,1,1,0
4,"97;450",61,0,1,1,0
4,"97;450",61,0,0,1,0
4,"97;450",61,0,0,1,0
3,"97;450",61,0,0,1,0
4,"97;450",61,0,0,1,0
5,"97;450",61,0,0,1,0
4,"97;450",61,0,0,1,0
4,"97;450",61,0,1,0,0
3,"97;457",19,0,0,0,1
4,"97;457",19,0,0,0,1
3,"97;457",19,0,0,0,1
4,"97;457",19,0,0,1,1
2,"97;457",19,0,0,1,1
1,"97;457",19,0,0,1,1
5,"97;457",19,0,1,0,0
3,"97;457",19,0,1,0,0
4,"97;457",19,0,1,0,0
5,"97;457",19,0,1,0,0
4,"97;457",19,0,1,0,0
4,"97;457",19,0,1,0,0
3,"97;457",19,0,1,0,0
4,"97;457",19,0,0,0,0
4,"97;457",19,0,0,0,0
5,"97;457",19,0,0,0,0
4,"97;457",19,0,0,0,0
4,"97;457",19,0,0,0,0
4,"97;457",19,0,1,1,0
3,"97;457",19,0,1,1,0
2,"97;457",19,0,1,1,0
5,"97;457",19,0,1,1,0
3,"97;457",19,0,1,1,0
4,"97;457",19,0,0,1,0
4,"97;457",19,0,0,1,0
5,"97;457",19,0,0,1,0
3,"97;457",19,0,0,1,0
4,"97;457",19,0,0,1,0
4,"97;457",19,0,0,1,0
3,"97;457",19,0,1,0,0
2,"97;460",32,1,0,0,1
7,"97;460",32,1,0,0,1
2,"97;460",32,1,0,0,1
1,"97;460",32,1,0,1,1
2,"97;460",32,1,0,1,1
2,"97;460",32,1,0,1,1
7,"97;460",32,1,1,0,0
2,"97;460",32,1,1,0,0
7,"97;460",32,1,1,0,0
7,"97;460",32,1,1,0,0
7,"97;460",32,1,1,0,0
2,"97;460",32,1,1,0,0
7,"97;460",32,1,1,0,0
2,"97;460",32,1,0,0,0
7,"97;460",32,1,0,0,0
7,"97;460",32,1,0,0,0
7,"97;460",32,1,0,0,0
2,"97;460",32,1,0,0,0
7,"97;460",32,1,1,1,0
7,"97;460",32,1,1,1,0
2,"97;460",32,1,1,1,0
7,"97;460",32,1,1,1,0
2,"97;460",32,1,1,1,0
7,"97;460",32,1,0,1,0
2,"97;460",32,1,0,1,0
7,"97;460",32,1,0,1,0
2,"97;460",32,1,0,1,0
7,"97;460",32,1,0,1,0
2,"97;460",32,1,0,1,0
7,"97;460",32,1,1,0,0
1,"97;464",46,1,0,0,1
1,"97;464",46,1,0,0,1
1,"97;464",46,1,0,0,1
1,"97;464",46,1,0,1,1
1,"97;464",46,1,0,1,1
1,"97;464",46,1,0,1,1
7,"97;464",46,1,1,0,0
1,"97;464",46,1,1,0,0
1,"97;464",46,1,1,0,0
1,"97;464",46,1,1,0,0
1,"97;464",46,1,1,0,0
1,"97;464",46,1,1,0,0
1,"97;464",46,1,1,0,0
1,"97;464",46,1,0,0,0
1,"97;464",46,1,0,0,0
4,"97;464",46,1,0,0,0
7,"97;464",46,1,0,0,0
1,"97;464",46,1,0,0,0
1,"97;464",46,1,1,1,0
1,"97;464",46,1,1,1,0
1,"97;464",46,1,1,1,0
1,"97;464",46,1,1,1,0
1,"97;464",46,1,1,1,0
7,"97;464",46,1,0,1,0
1,"97;464",46,1,0,1,0
7,"97;464",46,1,0,1,0
7,"97;464",46,1,0,1,0
7,"97;464",46,1,0,1,0
7,"97;464",46,1,0,1,0
1,"97;464",46,1,1,0,0
1,"97;466",33,0,0,0,1
2,"97;466",33,0,0,0,1
2,"97;466",33,0,0,0,1
1,"97;466",33,0,0,1,1
1,"97;466",33,0,0,1,1
1,"97;466",33,0,0,1,1
2,"97;466",33,0,1,0,0
2,"97;466",33,0,1,0,0
4,"97;466",33,0,1,0,0
2,"97;466",33,0,1,0,0
1,"97;466",33,0,1,0,0
1,"97;466",33,0,1,0,0
2,"97;466",33,0,1,0,0
1,"97;466",33,0,0,0,0
4,"97;466",33,0,0,0,0
4,"97;466",33,0,0,0,0
4,"97;466",33,0,0,0,0
4,"97;466",33,0,0,0,0
2,"97;466",33,0,1,1,0
2,"97;466",33,0,1,1,0
1,"97;466",33,0,1,1,0
2,"97;466",33,0,1,1,0
1,"97;466",33,0,1,1,0
4,"97;466",33,0,0,1,0
3,"97;466",33,0,0,1,0
4,"97;466",33,0,0,1,0
2,"97;466",33,0,0,1,0
4,"97;466",33,0,0,1,0
1,"97;466",33,0,0,1,0
3,"97;466",33,0,1,0,0
7,"97;476",17,1,0,0,1
5,"97;476",17,1,0,0,1
5,"97;476",17,1,0,0,1
3,"97;476",17,1,0,1,1
4,"97;476",17,1,0,1,1
6,"97;476",17,1,0,1,1
7,"97;476",17,1,1,0,0
5,"97;476",17,1,1,0,0
6,"97;476",17,1,1,0,0
5,"97;476",17,1,1,0,0
4,"97;476",17,1,1,0,0
5,"97;476",17,1,1,0,0
6,"97;476",17,1,1,0,0
7,"97;476",17,1,0,0,0
6,"97;476",17,1,0,0,0
7,"97;476",17,1,0,0,0
6,"97;476",17,1,0,0,0
7,"97;476",17,1,0,0,0
4,"97;476",17,1,1,1,0
5,"97;476",17,1,1,1,0
4,"97;476",17,1,1,1,0
6,"97;476",17,1,1,1,0
5,"97;476",17,1,1,1,0
7,"97;476",17,1,0,1,0
7,"97;476",17,1,0,1,0
4,"97;476",17,1,0,1,0
4,"97;476",17,1,0,1,0
6,"97;476",17,1,0,1,0
3,"97;476",17,1,0,1,0
5,"97;476",17,1,1,0,0
5,"97;481",22,0,0,0,1
6,"97;481",22,0,0,0,1
5,"97;481",22,0,0,0,1
5,"97;481",22,0,0,1,1
3,"97;481",22,0,0,1,1
4,"97;481",22,0,0,1,1
5,"97;481",22,0,1,0,0
6,"97;481",22,0,1,0,0
5,"97;481",22,0,1,0,0
7,"97;481",22,0,1,0,0
6,"97;481",22,0,1,0,0
5,"97;481",22,0,1,0,0
7,"97;481",22,0,1,0,0
4,"97;481",22,0,0,0,0
5,"97;481",22,0,0,0,0
5,"97;481",22,0,0,0,0
5,"97;481",22,0,0,0,0
5,"97;481",22,0,0,0,0
5,"97;481",22,0,1,1,0
3,"97;481",22,0,1,1,0
3,"97;481",22,0,1,1,0
7,"97;481",22,0,1,1,0
5,"97;481",22,0,1,1,0
5,"97;481",22,0,0,1,0
3,"97;481",22,0,0,1,0
6,"97;481",22,0,0,1,0
5,"97;481",22,0,0,1,0
7,"97;481",22,0,0,1,0
5,"97;481",22,0,0,1,0
6,"97;481",22,0,1,0,0
6,"97;555",20,1,0,0,1
5,"97;555",20,1,0,0,1
3,"97;555",20,1,0,0,1
4,"97;555",20,1,0,1,1
5,"97;555",20,1,0,1,1
4,"97;555",20,1,0,1,1
6,"97;555",20,1,1,0,0
6,"97;555",20,1,1,0,0
5,"97;555",20,1,1,0,0
6,"97;555",20,1,1,0,0
5,"97;555",20,1,1,0,0
6,"97;555",20,1,1,0,0
6,"97;555",20,1,1,0,0
6,"97;555",20,1,0,0,0
5,"97;555",20,1,0,0,0
6,"97;555",20,1,0,0,0
6,"97;555",20,1,0,0,0
7,"97;555",20,1,0,0,0
5,"97;555",20,1,1,1,0
5,"97;555",20,1,1,1,0
5,"97;555",20,1,1,1,0
4,"97;555",20,1,1,1,0
4,"97;555",20,1,1,1,0
7,"97;555",20,1,0,1,0
6,"97;555",20,1,0,1,0
7,"97;555",20,1,0,1,0
6,"97;555",20,1,0,1,0
5,"97;555",20,1,0,1,0
6,"97;555",20,1,0,1,0
5,"97;555",20,1,1,0,0
3,"97;556",27,0,0,0,1
5,"97;556",27,0,0,0,1
5,"97;556",27,0,0,0,1
3,"97;556",27,0,0,1,1
3,"97;556",27,0,0,1,1
3,"97;556",27,0,0,1,1
4,"97;556",27,0,1,0,0
4,"97;556",27,0,1,0,0
4,"97;556",27,0,1,0,0
4,"97;556",27,0,1,0,0
4,"97;556",27,0,1,0,0
4,"97;556",27,0,1,0,0
4,"97;556",27,0,1,0,0
3,"97;556",27,0,0,0,0
4,"97;556",27,0,0,0,0
4,"97;556",27,0,0,0,0
3,"97;556",27,0,0,0,0
3,"97;556",27,0,0,0,0
3,"97;556",27,0,1,1,0
4,"97;556",27,0,1,1,0
